article_name,country,revision_id,article_quality,population
Niccolò da Uzzano,Italy,746111966.0,Stub,60.6
Cesare Seassaro,Italy,746425514.0,Stub,60.6
Antonio Tacconi,Italy,748402946.0,Stub,60.6
Oreste Scalzone,Italy,748635474.0,Start,60.6
Bruno Bernabei,Italy,748693568.0,Stub,60.6
Bruno Dettori,Italy,748695635.0,Stub,60.6
Luigi de' Medici,Italy,748922995.0,Stub,60.6
Gian Marco Centinaio,Italy,749221141.0,Stub,60.6
Angelo Geraldini,Italy,749467337.0,Start,60.6
Ania Pieroni,Italy,749684404.0,Start,60.6
Giacomo Natoli,Italy,749827616.0,Stub,60.6
Carlo Emanuele Muzzarelli,Italy,750151708.0,Start,60.6
Giovanni Preziosi,Italy,750595459.0,C,60.6
Giovanni II Cornaro,Italy,750620750.0,Stub,60.6
Giorgio Stracquadanio,Italy,750740165.0,Start,60.6
Deborah Bergamini,Italy,751373003.0,Start,60.6
"Carlo Felice Nicolis, conte di Robilant",Italy,751443236.0,Start,60.6
Roberto Sajeva,Italy,752118238.0,Stub,60.6
Ugo Rossi,Italy,753192643.0,Stub,60.6
Stefano Porcari,Italy,753457639.0,Start,60.6
Silvio Arrivabene Valenti Gonzaga,Italy,754591164.0,Stub,60.6
Vito Bonsignore,Italy,755153798.0,Start,60.6
Pietro Ingrao,Italy,755347307.0,Start,60.6
Giovanni Galbaio,Italy,756420057.0,Start,60.6
Vito Nunziante,Italy,756795147.0,Start,60.6
Ezio Bartalini,Italy,757047740.0,Stub,60.6
Giuseppe Ayala,Italy,757344991.0,Start,60.6
Franco Bassanini,Italy,757344999.0,Start,60.6
Massimo Cialente,Italy,757345012.0,Stub,60.6
Giuseppe Civati,Italy,757345016.0,Stub,60.6
Carlo Carli (Italian politician),Italy,757345023.0,Stub,60.6
Francesco Giacobbe,Italy,757345034.0,Stub,60.6
Vito De Filippo,Italy,757345039.0,Stub,60.6
Corradino Mineo,Italy,757345047.0,Stub,60.6
Paolo Di Laura Frattura,Italy,757345048.0,Stub,60.6
Luigi Lusi,Italy,757345071.0,Stub,60.6
Jean-Léonard Touadi,Italy,757345079.0,Stub,60.6
Lia Quartapelle,Italy,757345258.0,Start,60.6
Alessia Morani,Italy,757538602.0,Stub,60.6
Donatella Albano,Italy,757538699.0,Stub,60.6
Maria Rita Lorenzetti,Italy,757538816.0,Stub,60.6
Silvana Amati,Italy,757538918.0,Stub,60.6
Lorenzo Acquarone,Italy,757560755.0,Stub,60.6
Giuseppe Fioroni,Italy,757560766.0,Stub,60.6
Federico Comandini,Italy,757560845.0,Stub,60.6
Tristano Codignola,Italy,757560852.0,Stub,60.6
Nicola Adamo,Italy,757560913.0,Stub,60.6
Giovanni Gallo,Italy,757560937.0,Stub,60.6
Ferruccio Ghinaglia,Italy,757560941.0,Start,60.6
Lucio Magri,Italy,757560956.0,Start,60.6
Concetto Marchesi,Italy,757560969.0,Stub,60.6
Vittorio Badini Confalonieri,Italy,757561087.0,Stub,60.6
Raffaele De Caro,Italy,757561091.0,Stub,60.6
Piero Aiello,Italy,757561292.0,Stub,60.6
Nicola Di Girolamo,Italy,757561304.0,Stub,60.6
Ugo Cappellacci,Italy,757561316.0,Stub,60.6
Maurizio Gasparri,Italy,757561327.0,Start,60.6
Lucio Malan,Italy,757561329.0,Stub,60.6
Francesco Nitto Palma,Italy,757561337.0,Stub,60.6
Ugo Intini,Italy,757561460.0,Stub,60.6
Luigi Preti,Italy,757561467.0,Stub,60.6
Italo Viglianesi,Italy,757561470.0,Stub,60.6
Giuseppe Lumia,Italy,757561560.0,Start,60.6
Arcangelo Sannicandro,Italy,757634476.0,Stub,60.6
Angelo Buizza,Italy,757634596.0,Stub,60.6
Vincenzino Culicchia,Italy,757634600.0,Stub,60.6
Francesco Parisi (politician),Italy,757634609.0,Stub,60.6
Gualtiero Driussi,Italy,757634611.0,Stub,60.6
Fernando Di Laura Frattura,Italy,757634620.0,Stub,60.6
Carlo Alberto Tesserin,Italy,757634637.0,Stub,60.6
Attilio Piccioni,Italy,757634638.0,Stub,60.6
Gino Mattarelli,Italy,757634643.0,Stub,60.6
Franco Restivo,Italy,757634644.0,Stub,60.6
Giuseppe Medici,Italy,757634651.0,Stub,60.6
Cesare Merzagora,Italy,757634653.0,Stub,60.6
Francesco Carmelo Salerno,Italy,757634664.0,Stub,60.6
Paolo Micolini,Italy,757634684.0,Stub,60.6
Attilio Ruffini,Italy,757634690.0,Stub,60.6
Giustina Destro,Italy,757665359.0,Start,60.6
Renata Polverini,Italy,757665464.0,Start,60.6
Marta Vincenzi,Italy,757665709.0,Start,60.6
Vittorio Casarin,Italy,757857178.0,Stub,60.6
Raffaele Grazia,Italy,757953374.0,Stub,60.6
Giuseppe Perrucchetti,Italy,757978787.0,Start,60.6
Carlo Gariglio,Italy,758044477.0,Stub,60.6
Renato Ruggiero,Italy,758081006.0,Start,60.6
Niccolò di Buonaccorso,Italy,758259218.0,Start,60.6
"Scipione Borghese, 10th Prince of Sulmona",Italy,758539233.0,Start,60.6
"Leopoldo de Gregorio, Marquis of Squillace",Italy,758878804.0,Start,60.6
Ombretta Colli,Italy,759487151.0,Start,60.6
Ottaviano Canevari,Italy,759545112.0,Stub,60.6
Giosuè Fiorentino,Italy,759611796.0,Stub,60.6
Giovanni Roberti,Italy,759620946.0,Stub,60.6
Giacinto Menotti Serrati,Italy,759675469.0,Stub,60.6
Carlo Troya,Italy,759681695.0,C,60.6
Massimo Tononi,Italy,760526926.0,Start,60.6
Angelo Alessandri,Italy,761137432.0,Stub,60.6
Stefano Colonna,Italy,761670535.0,Stub,60.6
Gianni De Michelis,Italy,761967743.0,Start,60.6
Paolo Barelli,Italy,762200755.0,Start,60.6
Pasquale Malipiero,Italy,762676408.0,Stub,60.6
Giuseppe Salvatore Bellusci,Italy,762765354.0,Stub,60.6
Francesco Colitto,Italy,763050612.0,Stub,60.6
Pietro Lunardi,Italy,763453139.0,Stub,60.6
Giuseppe De Falco,Italy,763537655.0,Stub,60.6
Alberto Tarchiani,Italy,763631520.0,Stub,60.6
Giuseppe Grassi (politician),Italy,763872182.0,Stub,60.6
List of governors of the Province of Trieste,Italy,764023810.0,Stub,60.6
Filippo Mancuso,Italy,764168051.0,Stub,60.6
Luigi Gui,Italy,764182044.0,Start,60.6
Manlio Brosio,Italy,764189046.0,Start,60.6
Eleonora Forenza,Italy,764337712.0,Stub,60.6
Domenico Rossi (general),Italy,764364852.0,Stub,60.6
Mercedes Bresso,Italy,764378754.0,Start,60.6
Monica Cirinnà,Italy,764443711.0,Stub,60.6
Giorgio Sonnino,Italy,765120001.0,Stub,60.6
Antonio Martino,Italy,765409105.0,Start,60.6
Pietro Tradonico,Italy,765543217.0,Start,60.6
Jovian Ceparius,Italy,765795169.0,Stub,60.6
Marcello Tegalliano,Italy,765801575.0,Stub,60.6
Leopoldo Torlonia,Italy,765932192.0,Stub,60.6
Giammarco Montanari,Italy,766101638.0,n/a,60.6
Silvano Miniati,Italy,766284982.0,Stub,60.6
Paola Binetti,Italy,766303196.0,Start,60.6
Giuliano Volpe,Italy,766422362.0,Stub,60.6
Marta Grande,Italy,766502496.0,Stub,60.6
Giancarlo Abete,Italy,766507239.0,Stub,60.6
Gaetano De Sanctis,Italy,767089135.0,Stub,60.6
Enrico Cialdini,Italy,767531891.0,Start,60.6
Giorgio Frassineti,Italy,767652535.0,Start,60.6
Luca Romagnoli,Italy,767937163.0,Start,60.6
Flaminio Piccoli,Italy,768022653.0,Stub,60.6
Nello Formisano,Italy,768072213.0,Stub,60.6
Paolo Cirino Pomicino,Italy,768192522.0,Start,60.6
Giuseppe Drago,Italy,768561517.0,Stub,60.6
Giampiero Catone,Italy,768826125.0,Start,60.6
Imma Battaglia,Italy,769170616.0,Start,60.6
Umberto Klinger,Italy,769521917.0,B,60.6
Ramona Badescu,Italy,769585892.0,Stub,60.6
Giuseppe Ciarrapico,Italy,769835530.0,Start,60.6
Massimo Morsello,Italy,769862052.0,Start,60.6
Vincenzo Carollo,Italy,770131732.0,Stub,60.6
Salvatore Chiantia,Italy,770305547.0,Stub,60.6
Pasquale Villari,Italy,770333236.0,Start,60.6
Catiuscia Marini,Italy,770473812.0,Stub,60.6
Luigi Gasparotto,Italy,770918314.0,Stub,60.6
Emilio Sereni,Italy,770918972.0,Stub,60.6
Gustavo Ponza di San Martino,Italy,771194789.0,Stub,60.6
Luigi Mercatelli,Italy,771197530.0,Stub,60.6
Vincenzo Filonardi,Italy,771197852.0,Stub,60.6
Paolo Renier,Italy,771227679.0,Stub,60.6
Giovanni di Bardo Corsi,Italy,771353238.0,Start,60.6
Pietro Soddu,Italy,771448847.0,Stub,60.6
Francesco Ferrari (senator),Italy,771449055.0,Stub,60.6
Luigi Crespellani,Italy,771449208.0,Stub,60.6
Antonio Angelucci,Italy,771478048.0,Stub,60.6
Francesco Schittulli,Italy,771531526.0,Start,60.6
Giuseppe Pericu,Italy,771584290.0,Stub,60.6
Claudio Burlando,Italy,771595610.0,Start,60.6
Gelasio Caetani,Italy,771809360.0,Start,60.6
Giovanni Malagodi,Italy,772784890.0,Start,60.6
Mara Bizzotto,Italy,773012939.0,Stub,60.6
Elisa De Berti,Italy,773022842.0,Stub,60.6
Luciano Gasperini,Italy,773056915.0,Stub,60.6
Graziano Girardi,Italy,773057602.0,Stub,60.6
Giancarlo Scottà,Italy,773065536.0,Stub,60.6
Stefano Stefani,Italy,773065598.0,Stub,60.6
Giorgio Vido,Italy,773066857.0,Stub,60.6
Raffaele Zanon,Italy,773066899.0,Stub,60.6
Herbert Mayr,Italy,773260879.0,Stub,60.6
Gaetano Saya,Italy,773272363.0,Stub,60.6
Teodoro Cottrau,Italy,773594802.0,Stub,60.6
Giacomo De Martino,Italy,774463701.0,Stub,60.6
Giovanni Palamara,Italy,774877990.0,Stub,60.6
Elisabetta Gardini,Italy,775270825.0,Start,60.6
Alessandro Zan,Italy,775336274.0,Stub,60.6
Vittorio Cecchi Gori,Italy,775595267.0,Stub,60.6
Milly D'Abbraccio,Italy,776465351.0,Start,60.6
Francesco Camero Medici,Italy,776577344.0,Stub,60.6
Giovanni Cuomo,Italy,776702475.0,Stub,60.6
Paolo Antonio Soderini,Italy,777053038.0,Start,60.6
Bartolomeo Scala,Italy,777203480.0,Stub,60.6
Giuliano Poletti,Italy,777287318.0,Stub,60.6
Costantino Lazzari,Italy,778224098.0,Stub,60.6
Tito Oro Nobili,Italy,778224323.0,Stub,60.6
Ivan Matteo Lombardo,Italy,778225182.0,Stub,60.6
Valdo Spini,Italy,778226323.0,Start,60.6
Domenico Leccisi,Italy,778985916.0,Start,60.6
Carlo Favagrossa,Italy,779133216.0,Stub,60.6
Barbara Spinelli,Italy,779299983.0,Stub,60.6
Giuseppe Prina,Italy,779587900.0,Start,60.6
Leone Azzali,Italy,780299874.0,Stub,60.6
Leopoldo Baracco,Italy,780308623.0,Stub,60.6
Linda Lanzillotta,Italy,780616008.0,Start,60.6
Lorenza Bonaccorsi,Italy,781013357.0,Start,60.6
Claudia Pastorino,Italy,781072934.0,Stub,60.6
Mercurino Gattinara,Italy,781180036.0,B,60.6
Alessandro Contini-Bonacossi,Italy,781444892.0,Start,60.6
Riccardo Zanella,Italy,781539465.0,Start,60.6
Baldassarre Bonaiuti,Italy,781751332.0,C,60.6
Giuseppe Volpi,Italy,781985076.0,Stub,60.6
List of governors of the Province of Zara,Italy,781985555.0,Start,60.6
List of prefects of the Province of Istria,Italy,781985625.0,Stub,60.6
Gabriele Adorno,Italy,782063768.0,Stub,60.6
Lorenzo Ornaghi,Italy,782294345.0,Stub,60.6
Ludovico Camangi,Italy,782513230.0,Stub,60.6
Luigi Porro Lambertenghi,Italy,782525942.0,Stub,60.6
Luis Durnwalder,Italy,782532247.0,Start,60.6
Athina Cenci,Italy,782547136.0,Start,60.6
Rambertino Buvalelli,Italy,783106668.0,C,60.6
Pina Picierno,Italy,783115148.0,Start,60.6
Marco Fedi,Italy,783384312.0,Stub,60.6
Marco Reguzzoni,Italy,783388567.0,Start,60.6
Mario Beccaria,Italy,783533626.0,Stub,60.6
Mario Catania,Italy,783534851.0,Stub,60.6
Mario Zotta,Italy,783545303.0,Stub,60.6
Marisa Abbondanzieri,Italy,783553798.0,Stub,60.6
Ettore Beggiato,Italy,783635394.0,Start,60.6
Bartolomeo II della Scala,Italy,783889378.0,Stub,60.6
Matteo Agosta,Italy,784003818.0,Stub,60.6
Renzo De Felice,Italy,784047394.0,Start,60.6
Giuseppe Falcomatà,Italy,784509082.0,Stub,60.6
Domingo Belgrano,Italy,784613462.0,Start,60.6
Leopoldo Franchetti,Italy,784731584.0,C,60.6
"Luigi, Count Cibrario",Italy,784756298.0,Start,60.6
Renzo Rabellino,Italy,785072485.0,Start,60.6
Rocco Girlanda,Italy,785147695.0,Stub,60.6
Nello Rosselli,Italy,785247762.0,Stub,60.6
Francesco Carrara (jurist),Italy,785271992.0,Start,60.6
Ettore Romoli,Italy,785491956.0,Stub,60.6
Nicola Ottaviani,Italy,785497645.0,Stub,60.6
Almerigo Grilz,Italy,785594749.0,Start,60.6
Luigi Maria Bossi,Italy,785841359.0,Stub,60.6
Giovanni Bacci,Italy,785945697.0,Stub,60.6
Giancarlo Galan,Italy,786066918.0,Start,60.6
Massimo Giorgetti,Italy,786067083.0,Stub,60.6
Marino Finozzi,Italy,786067137.0,Stub,60.6
Maria Luisa Coppola,Italy,786067170.0,Stub,60.6
Giancarlo Conta,Italy,786067202.0,Stub,60.6
Renato Chisso,Italy,786067248.0,Stub,60.6
Stefano Valdegamberi,Italy,786067416.0,Start,60.6
Remo Sernagiotto,Italy,786067639.0,Stub,60.6
Davide Bendinelli,Italy,786067746.0,Stub,60.6
Manuela Lanzarin,Italy,786068024.0,Stub,60.6
Massimo Federici,Italy,786201676.0,Stub,60.6
Francesco Picardi,Italy,786221082.0,Stub,60.6
Piero Gobetti,Italy,786494932.0,Start,60.6
Riccardo Nencini,Italy,786681534.0,Stub,60.6
Saverio Fava,Italy,787021647.0,Start,60.6
Piero Ginori Conti,Italy,787138253.0,C,60.6
Silvius Magnago,Italy,787154490.0,Start,60.6
Lorenzo Cesa,Italy,787283642.0,Start,60.6
Marco Follini,Italy,787284943.0,Start,60.6
Michela Montevecchi,Italy,787305410.0,Stub,60.6
Giuseppe Montanelli,Italy,787312503.0,Start,60.6
Altero Matteoli,Italy,787333649.0,Stub,60.6
Andrea Ronchi,Italy,787344446.0,Start,60.6
Lorenzo Dellai,Italy,787437957.0,Stub,60.6
Giovanni Pellegrino,Italy,787506234.0,Start,60.6
Federico Pizzarotti,Italy,787545258.0,Stub,60.6
Adriano Tilgher (politician),Italy,787732228.0,Start,60.6
Oldrado da Tresseno,Italy,787845515.0,Start,60.6
Alberto Ronchey,Italy,787849340.0,Start,60.6
Carlo Filangieri,Italy,787875617.0,Start,60.6
Francesco Saverio Salfi,Italy,787928553.0,Stub,60.6
Gianfranco Rotondi,Italy,788176592.0,Start,60.6
Simon Doria,Italy,788271591.0,Start,60.6
"Sir John Acton, 6th Baronet",Italy,788286666.0,C,60.6
Francesco Guicciardini (politician),Italy,788298055.0,Stub,60.6
Tommaso Corsini,Italy,788317590.0,Stub,60.6
Lorenzo Ginori Lisci,Italy,788319626.0,Stub,60.6
Antonello Petrucci,Italy,788367939.0,Start,60.6
Angelo Acciaioli di Cassano,Italy,788431791.0,Stub,60.6
Michele Steno,Italy,788432611.0,Start,60.6
Galeazzo Visconti (envoy),Italy,788432686.0,Stub,60.6
Sandro Gozi,Italy,788531314.0,C,60.6
Ormanno Tedici,Italy,788593417.0,Stub,60.6
Simone Petrangeli,Italy,788633388.0,Stub,60.6
Mario Borghezio,Italy,788777146.0,C,60.6
Pierre Carniti,Italy,788777241.0,Stub,60.6
Pino Rauti,Italy,788777251.0,B,60.6
Marco Formentini (politician),Italy,788777316.0,Stub,60.6
Margherita Boniver,Italy,788777370.0,Stub,60.6
Adelaide Aglietta,Italy,788777380.0,Stub,60.6
Nereo Laroni,Italy,788777405.0,Stub,60.6
Dacia Valent,Italy,788777432.0,C,60.6
Pancrazio De Pasquale,Italy,788777473.0,Stub,60.6
Filippo Amedeo,Italy,788778563.0,Stub,60.6
Ettore Sacchi,Italy,788779036.0,Start,60.6
Felice Cavallotti,Italy,788779038.0,Start,60.6
Giovanni Bovio,Italy,788779066.0,Stub,60.6
Umberto Ambrosoli,Italy,788859258.0,Stub,60.6
Leopoldo Zunini,Italy,789019492.0,Stub,60.6
Andrea Maffei,Italy,789055482.0,Start,60.6
Angelo Vaccarezza,Italy,789209486.0,Stub,60.6
Salvatore Lauricella,Italy,789260871.0,Stub,60.6
Isabella Adinolfi,Italy,789261984.0,Stub,60.6
Mario Baccini,Italy,789262004.0,Start,60.6
Carlo Bon Compagni di Mombello,Italy,789262051.0,Stub,60.6
Giovanni Battista Borea d'Olmo,Italy,789262058.0,Stub,60.6
Carlo Cadorna,Italy,789262068.0,Start,60.6
Raffaele Cappelli,Italy,789262079.0,Stub,60.6
Luca Ceriscioli,Italy,789262088.0,Stub,60.6
Angelo Maria Cicolani,Italy,789262101.0,Stub,60.6
Andrea Costa,Italy,789262104.0,Stub,60.6
Aldo Finzi (politician),Italy,789262278.0,Stub,60.6
Gabriella Giammanco,Italy,789262301.0,Stub,60.6
Ada Gobetti,Italy,789262327.0,Start,60.6
Antonio Greppi,Italy,789262328.0,Stub,60.6
Stefano Jacini,Italy,789262340.0,Start,60.6
Alexander Langer,Italy,789262347.0,Start,60.6
Angela Maraventano,Italy,789262395.0,Stub,60.6
Luigi Aldrovandi Marescotti,Italy,789262399.0,Stub,60.6
Piero Marrazzo,Italy,789262401.0,Start,60.6
Luigi Mazzella,Italy,789262428.0,Stub,60.6
Mara Mucci,Italy,789262449.0,Stub,60.6
Mario Oliverio,Italy,789262459.0,Stub,60.6
Giovanna Palma,Italy,789262475.0,Stub,60.6
Giuseppe Paratore,Italy,789262484.0,Stub,60.6
Alfonso Pecoraro Scanio,Italy,789262494.0,Start,60.6
Carlo Pezzati,Italy,789262504.0,Stub,60.6
Francesco Pigliaru,Italy,789262505.0,Stub,60.6
Paola Pinna,Italy,789262509.0,Stub,60.6
Michele Pinto,Italy,789262513.0,Stub,60.6
Marcello Pittella,Italy,789262518.0,Stub,60.6
Laura Ravetto,Italy,789262544.0,Stub,60.6
Gessica Rostellato,Italy,789262586.0,Stub,60.6
Antonio Ruberti,Italy,789262588.0,Start,60.6
Daniela Sbrollini,Italy,789262599.0,Stub,60.6
Ruggero Settimo,Italy,789263335.0,Start,60.6
Elisa Simoni,Italy,789263338.0,Stub,60.6
Giuseppe Vegas,Italy,789263390.0,Stub,60.6
Liliana Ventricelli,Italy,789263396.0,Stub,60.6
Roberto Villetti,Italy,789263405.0,Stub,60.6
Vincenzo Visco,Italy,789263418.0,Start,60.6
Mario Chiesa (politician),Italy,789263999.0,Stub,60.6
Bobo Craxi,Italy,789264026.0,Stub,60.6
Giuseppe Torri,Italy,789264419.0,Stub,60.6
Maurizio Valenzi,Italy,789264437.0,Stub,60.6
Max Ferrari,Italy,789265647.0,Stub,60.6
Federico Seismit-Doda,Italy,789265755.0,Stub,60.6
Giovanni Amendola,Italy,789266513.0,Start,60.6
Mauro Poggia,Italy,789272337.0,Stub,60.6
Ubaldino Peruzzi,Italy,789276615.0,Stub,60.6
Luigi Guglielmo Cambray-Digny,Italy,789276779.0,Stub,60.6
Giovanni Angelini,Italy,789278685.0,Stub,60.6
Anna Maria Mozzoni,Italy,789288030.0,Start,60.6
Franco Freda,Italy,789305050.0,C,60.6
Delfo Zorzi,Italy,789305121.0,Start,60.6
Riccardo Di Lucchesi,Italy,789309364.0,Stub,60.6
Corrado Zoli,Italy,789310240.0,Stub,60.6
Emilio Dulio,Italy,789310321.0,Stub,60.6
Paolo Dosi,Italy,789382132.0,Stub,60.6
Renato Altissimo,Italy,789403611.0,Stub,60.6
Antonino D'Agata,Italy,789463146.0,Stub,60.6
Antonino Tringali-Casanova,Italy,789463627.0,Stub,60.6
Antonio Armellini,Italy,789464634.0,Stub,60.6
Antonio Bajamonti,Italy,789465227.0,C,60.6
Antonio Graziadei,Italy,789471568.0,Stub,60.6
Filippo Doria Pamphili,Italy,789499978.0,Stub,60.6
Armando Fresa,Italy,789732978.0,Stub,60.6
Arnaldo Azzi,Italy,789757100.0,Stub,60.6
Arturo Parisi,Italy,789861519.0,Start,60.6
Francesco Guicciardini,Italy,790233789.0,B,60.6
Chiara Moroni,Italy,790281477.0,Stub,60.6
Irene Pivetti,Italy,790281903.0,Stub,60.6
Laura Puppato,Italy,790283297.0,Stub,60.6
Maria Chiara Carrozza,Italy,790283848.0,Start,60.6
Stefania Giannini,Italy,790283896.0,Start,60.6
Michela Murgia,Italy,790283922.0,Start,60.6
Franca Dall'Olio,Italy,790283998.0,Stub,60.6
Stefania Prestigiacomo,Italy,790284450.0,Start,60.6
Italo Righi,Italy,790507450.0,Stub,60.6
Barbara Contini,Italy,790607947.0,Start,60.6
Giacomo Gualco,Italy,790902173.0,Stub,60.6
Marco Doria,Italy,791018398.0,Stub,60.6
Alfredo Siniscalchi,Italy,791150250.0,Stub,60.6
Giuseppe Daodice,Italy,791150286.0,Stub,60.6
Felice Napoleone Canevaro,Italy,791159458.0,Stub,60.6
Ruggiero Gabaleone di Salmour,Italy,791161265.0,Stub,60.6
Silvestro Centofanti,Italy,791161753.0,Stub,60.6
Giovanni Filippo Galvagno,Italy,791178849.0,Stub,60.6
Alfonso Barracco,Italy,791179022.0,Stub,60.6
Giovanni Arrivabene,Italy,791182243.0,Stub,60.6
Luigi Acquaviva,Italy,791184063.0,Stub,60.6
Gino Cassinis,Italy,791203299.0,Stub,60.6
Barbara Degani,Italy,791222877.0,Stub,60.6
Giuseppe Spinelli (politician),Italy,791316595.0,Stub,60.6
Antonio Pestalozza,Italy,791320761.0,Stub,60.6
Carlo Villa (mayor),Italy,791321801.0,Stub,60.6
Biagio Pace,Italy,791331949.0,Start,60.6
Antonio Durini,Italy,791332944.0,Stub,60.6
Piero Parini,Italy,791351563.0,Stub,60.6
Gian Giacomo Gallarati Scotti,Italy,791354112.0,Stub,60.6
Giuseppe De Capitani D'Arzago,Italy,791362731.0,Stub,60.6
Luigi Freddi,Italy,791399209.0,Stub,60.6
Luigi Barbiano di Belgioioso,Italy,791477670.0,Stub,60.6
Luigi Mangiagalli,Italy,791478172.0,Stub,60.6
Angelo Filippetti,Italy,791478599.0,Stub,60.6
Emilio Caldara,Italy,791481292.0,Stub,60.6
Emanuele Greppi,Italy,791482847.0,Stub,60.6
Bassano Gabba,Italy,791488865.0,Stub,60.6
Giuseppe Mussi,Italy,791489379.0,Stub,60.6
Giuseppe Vigoni,Italy,791490100.0,Stub,60.6
Gaetano Negri,Italy,791491432.0,Stub,60.6
Giulio Belinzaghi,Italy,791495469.0,Stub,60.6
Pietro Giubilo,Italy,791496320.0,Stub,60.6
Ugo Vetere,Italy,791497413.0,Stub,60.6
Luigi Petroselli,Italy,791498687.0,Stub,60.6
Rinaldo Santini,Italy,791500052.0,Stub,60.6
Glauco Della Porta,Italy,791500713.0,Stub,60.6
Urbano Ciocchetti,Italy,791501349.0,Stub,60.6
Salvatore Rebecchini,Italy,791503279.0,Stub,60.6
Filippo Andrea VI Doria Pamphili,Italy,791503628.0,Stub,60.6
Giovanni Orgera,Italy,791503861.0,Stub,60.6
Giangiacomo Borghese,Italy,791504113.0,Stub,60.6
Francesco Boncompagni Ludovisi,Italy,791504743.0,Stub,60.6
Ettore Ponti,Italy,791505210.0,Stub,60.6
Ludovico Spada Veralli Potenziani,Italy,791505263.0,Stub,60.6
Filippo Cremonesi,Italy,791505614.0,Stub,60.6
Giannetto Valli,Italy,791508517.0,Stub,60.6
Luigi Rava,Italy,791508838.0,Stub,60.6
Enrico Cruciani Alibrandi,Italy,791509383.0,Stub,60.6
Augusto Armellini,Italy,791509706.0,Stub,60.6
Alessandro Guiccioli,Italy,791510098.0,Stub,60.6
Pietro Venturi,Italy,791511267.0,Stub,60.6
Luigi Pianciani,Italy,791512386.0,Start,60.6
Francesco Rospigliosi Pallavicini,Italy,791512934.0,Stub,60.6
Onorato Caetani,Italy,791513220.0,Stub,60.6
Alberto Blanc,Italy,791514013.0,Stub,60.6
Luigi Amedeo Melegari,Italy,791514634.0,Stub,60.6
Pompeo Di Campello,Italy,791514978.0,Stub,60.6
Enrico Costa (politician),Italy,791549032.0,Stub,60.6
Ernesto Belloni,Italy,791585340.0,Stub,60.6
Giuseppe Pasolini,Italy,791625381.0,Stub,60.6
Rinaldo Ossola,Italy,791633680.0,Stub,60.6
Marcello Visconti di Modrone,Italy,791792623.0,Stub,60.6
Christian Abbiati,Italy,791960239.0,C,60.6
Giuseppe Pisanu,Italy,792019163.0,Stub,60.6
Brunetto Latini,Italy,792058792.0,C,60.6
Franca Falcucci,Italy,792155175.0,Start,60.6
Tina Anselmi,Italy,792155218.0,C,60.6
Rosy Bindi,Italy,792155330.0,Start,60.6
Giovanna Melandri,Italy,792155395.0,Start,60.6
Barbara Pollastrini,Italy,792155581.0,Start,60.6
Mariastella Gelmini,Italy,792155658.0,C,60.6
Michela Vittoria Brambilla,Italy,792155862.0,Start,60.6
Anna Finocchiaro,Italy,792155913.0,Start,60.6
Maria Carmela Lanzetta,Italy,792156333.0,Stub,60.6
Marianna Madia,Italy,792156784.0,Start,60.6
Bruno Ferrante,Italy,792489768.0,Stub,60.6
Piero Torrigiani,Italy,792587379.0,Stub,60.6
Giacomo Matteotti,Italy,792606929.0,C,60.6
Ilona Staller,Italy,792678221.0,C,60.6
Enrico Millo,Italy,792817758.0,Stub,60.6
Virgilio Ferrari,Italy,793143855.0,Stub,60.6
Carlo Dossi,Italy,793170384.0,Start,60.6
Diotisalvi Neroni,Italy,793271877.0,Stub,60.6
Valentina Vezzali,Italy,793342332.0,Start,60.6
Leopoldo Elia,Italy,793516802.0,Stub,60.6
Costanzo Ciano,Italy,793584116.0,Start,60.6
Domenico Siniscalco,Italy,793629884.0,Stub,60.6
Giancarlo Gentilini,Italy,793748545.0,Stub,60.6
Fausto Gullo,Italy,793811301.0,Stub,60.6
Amerigo Petrucci,Italy,794018470.0,Stub,60.6
Federico Orlando,Italy,794426140.0,Stub,60.6
Gianfranco Micciché,Italy,794479213.0,Start,60.6
Gian Carlo Abelli,Italy,794553434.0,Stub,60.6
List of Presidents of Calabria,Italy,794614130.0,Start,60.6
Vitellozzo Vitelli,Italy,794631921.0,Start,60.6
Aurelio Saffi,Italy,794668743.0,Start,60.6
Pier Ferdinando Casini,Italy,794670408.0,Start,60.6
Antonio Canepa,Italy,794672550.0,Stub,60.6
Nilde Iotti,Italy,794693421.0,Start,60.6
Salvatore Cardinale,Italy,794711458.0,Stub,60.6
Oreste Perri,Italy,794823355.0,Stub,60.6
Alfio Marchini,Italy,794871149.0,Stub,60.6
Costantino Nigra,Italy,794928316.0,Start,60.6
Coluccio Salutati,Italy,794945835.0,C,60.6
Biagio Brugi,Italy,794984897.0,Stub,60.6
Orso Ipato,Italy,795015198.0,Start,60.6
Carlo Calenda,Italy,795063632.0,Stub,60.6
Ettore Muti,Italy,795352692.0,Start,60.6
Stefano Delle Chiaie,Italy,795441725.0,C,60.6
Mariano Savastano,Italy,796120162.0,Stub,60.6
Baldina Di Vittorio,Italy,796180650.0,Stub,60.6
Maurizio Martina,Italy,796402131.0,Stub,60.6
Simone Boccanegra,Italy,796694590.0,Start,60.6
Adele Faccio,Italy,796851385.0,Stub,60.6
Beatrice Lorenzin,Italy,796877032.0,Start,60.6
Piero Colonna,Italy,797040260.0,Stub,60.6
Carlo Bo,Italy,797150905.0,Start,60.6
Emilio Floris,Italy,797353931.0,Stub,60.6
